hgnc_symbol,ensembl_gene_id,ensembl_transcript_id,transcript_biotype,mirbase_id,log2FoldChange,pvalue,padj
HERC3,ENSG00000138641,ENST00000264345,protein_coding,NA,7.122372888,5.47285428022901e-06,0.000838956
TEX264,ENSG00000164081,ENST00000611400,protein_coding,,-7.111987627,5.52002959519108e-06,0.000844414
STX3,ENSG00000166900,ENST00000641815,protein_coding,,-0.51652055,5.58725631434285e-06,0.00085291
BCAT2,ENSG00000105552,ENST00000597011,protein_coding,,-1.202330857,5.6738470279524e-06,0.00086432
NEIL2,ENSG00000154328,ENST00000455213,protein_coding,,-5.115470705,5.79762232497931e-06,0.000881335
HUWE1,ENSG00000086758,ENST00000426907,protein_coding,NA,7.20942849,5.82640735572098e-06,0.00088387
TPRG1L,ENSG00000158109,ENST00000378344,protein_coding,,0.550017295,5.97114697635068e-06,0.000903947
ACAP2,ENSG00000114331,ENST00000484296,retained_intron,NA,-4.922826302,6.15594975706054e-06,0.000929994
ARL13B,ENSG00000169379,ENST00000681380,protein_coding,NA,-7.105017971,6.17171259821951e-06,0.000930449
PDE10A,ENSG00000112541,ENST00000647590,protein_coding,NA,-7.083905097,6.23235800783406e-06,0.000937655
OASL,ENSG00000135114,ENST00000681590,nonsense_mediated_decay,NA,1.513672819,6.36313673262275e-06,0.000955361
LDHB,ENSG00000111716,ENST00000396076,protein_coding,,4.339844035,6.44841235082827e-06,0.000966176
PRR11,ENSG00000068489,ENST00000580177,nonsense_mediated_decay,,7.087439073,6.47233620179783e-06,0.000967488
PRMT7,ENSG00000132600,ENST00000689486,nonsense_mediated_decay,NA,-4.790071527,6.4836880000668e-06,0.000967488
CNKSR1,ENSG00000142675,ENST00000361530,protein_coding,,4.807348324,6.58849036366726e-06,0.00098112
VIPR1,ENSG00000114812,ENST00000438259,protein_coding,NA,1.118308487,6.67046069394425e-06,0.000991304
NEMP1,ENSG00000166881,ENST00000300128,protein_coding,,-0.477884916,6.79442746668936e-06,0.001007674
THRA,ENSG00000126351,ENST00000264637,protein_coding,NA,5.866235635,6.90557170531242e-06,0.001021735
DSG2,ENSG00000046604,ENST00000261590,protein_coding,NA,-0.516511247,6.91724195377196e-06,0.001021735
DDX3X,ENSG00000215301,ENST00000629496,protein_coding,,-8.929716269,7.04721524055168e-06,0.001038831
CTSB,ENSG00000164733,ENST00000678929,protein_coding,NA,5.247918528,7.16459731613473e-06,0.001052129
SLC9A3R1,ENSG00000109062,ENST00000262613,protein_coding,NA,-0.696957026,7.16626801433142e-06,0.001052129
SLC8B1,ENSG00000089060,ENST00000680972,protein_coding,NA,-0.783245271,7.19203815852341e-06,0.001053792
DPCD,ENSG00000166171,ENST00000626968,protein_coding,,1.499845372,7.24033501539706e-06,0.001058743
DCAF11,ENSG00000100897,ENST00000446197,protein_coding,NA,-7.018646669,7.27205799393906e-06,0.001061255
POU2F1,ENSG00000143190,ENST00000541643,protein_coding,,7.212673514,7.33313735338675e-06,0.001068033
RNF38,ENSG00000137075,ENST00000259605,protein_coding,NA,7.022344387,7.38401473257388e-06,0.0010733
,ENSG00000288851,ENST00000689490,lncRNA,NA,-0.557622581,7.42850587665491e-06,0.001075879
TPM4,ENSG00000167460,ENST00000586193,retained_intron,,7.011203929,7.43124676549187e-06,0.001075879
CUL1,ENSG00000055130,ENST00000655324,protein_coding,NA,-7.108506521,7.63636650970654e-06,0.001102202
FAM135A,ENSG00000082269,ENST00000457062,protein_coding,,6.999976722,7.64714751897891e-06,0.001102202
ZNF250,ENSG00000196150,ENST00000525694,protein_coding,NA,4.824421636,7.66940972356608e-06,0.001102202
INTS14,ENSG00000138614,ENST00000313182,protein_coding,,-6.999982871,7.68046385148713e-06,0.001102202
NOTCH1,ENSG00000148400,ENST00000681454,nonsense_mediated_decay,NA,7.037065655,7.68858785737597e-06,0.001102202
KMT2C,ENSG00000055609,ENST00000679560,protein_coding,NA,-7.058876185,7.75786692142665e-06,0.001109953
LEPR,ENSG00000116678,ENST00000616738,protein_coding,,-6.992449221,7.83282328534138e-06,0.001118484
KANK1,ENSG00000107104,ENST00000690372,protein_coding,NA,7.037065565,8.02359657684241e-06,0.001143488
TSC1,ENSG00000165699,ENST00000642617,protein_coding,,-7.069655772,8.1595252842838e-06,0.001160593
POLR1D,ENSG00000186184,ENST00000621089,protein_coding,,5.357542243,8.23157881554695e-06,0.001168564
NFYA,ENSG00000001167,ENST00000341376,protein_coding,,-0.328564866,8.31918993287615e-06,0.001178708
PRPF31,ENSG00000105618,ENST00000447810,protein_coding,NA,-7.101519978,8.40418320938941e-06,0.001188443
C3orf18,ENSG00000088543,ENST00000449241,protein_coding,NA,6.965761125,8.44702443391296e-06,0.00119219
REXO5,ENSG00000005189,ENST00000564274,protein_coding,NA,4.754880953,8.51997888002313e-06,0.001200166
LMBRD1,ENSG00000168216,ENST00000649918,protein_coding,NA,7.037065419,8.70605839931384e-06,0.00122173
ANKRD49,ENSG00000168876,ENST00000302755,protein_coding,,6.954173192,8.7280700313315e-06,0.00122173
WBP1L,ENSG00000166272,ENST00000448841,protein_coding,NA,0.735792634,8.7390410405593e-06,0.00122173
MARS1,ENSG00000166986,ENST00000552499,nonsense_mediated_decay,NA,-5.38081395,8.74003768194706e-06,0.00122173
STRADB,ENSG00000082146,ENST00000458269,protein_coding,,-4.772583999,8.83455555815129e-06,0.001232581
,ENSG00000251569,ENST00000513963,protein_coding,,4.790070151,9.20193455629262e-06,0.001281387
,ENSG00000273730,ENST00000619779,rRNA,,8.785676205,9.25203966864394e-06,0.001284203
SPECC1,ENSG00000128487,ENST00000679740,protein_coding,NA,5.333890984,9.25735451627181e-06,0.001284203
LTO1,ENSG00000149716,ENST00000536870,protein_coding,,7.00372838,9.29571193987473e-06,0.001287077
HUWE1,ENSG00000086758,ENST00000262854,protein_coding,NA,0.632903247,9.31448137217213e-06,0.001287233
RAB18,ENSG00000099246,ENST00000683816,nonsense_mediated_decay,NA,5.156495743,9.44481177150168e-06,0.001300602
KDM5B,ENSG00000117139,ENST00000648469,protein_coding,NA,6.934650646,9.45066998051794e-06,0.001300602
MRPL42,ENSG00000198015,ENST00000547098,protein_coding,NA,5.392307259,9.46469556083033e-06,0.001300602
EIF2S3,ENSG00000130741,ENST00000253039,protein_coding,NA,-0.38007553,9.49003173823909e-06,0.001301633
SREBF1,ENSG00000072310,ENST00000355815,protein_coding,,0.749020628,9.518692126983e-06,0.001303114
CD276,ENSG00000103855,ENST00000318443,protein_coding,,0.67531373,9.87136426239697e-06,0.001348865
AP1AR,ENSG00000138660,ENST00000274000,protein_coding,,-1.121788619,9.95779537356648e-06,0.001358132
FAM3C,ENSG00000196937,ENST00000359943,protein_coding,,-0.362416103,1.00897256071778e-05,0.001371139
AP1AR,ENSG00000138660,ENST00000510527,retained_intron,NA,-1.166010103,1.00907454758084e-05,0.001371139
CALM3,ENSG00000160014,ENST00000482455,processed_transcript,NA,7.146330881,1.0194921138124e-05,0.001382719
KIF21A,ENSG00000139116,ENST00000636569,protein_coding,,6.898830345,1.02646302705635e-05,0.001389591
TUBB2B,ENSG00000137285,ENST00000259818,protein_coding,NA,5.115468613,1.03686719809153e-05,0.001401076
KMT2C,ENSG00000055609,ENST00000684550,protein_coding,NA,-1.294743421,1.04946097871485e-05,0.001415473
SETD5,ENSG00000168137,ENST00000413704,nonsense_mediated_decay,,-6.89480088,1.05430618186182e-05,0.001419384
AFAP1L1,ENSG00000157510,ENST00000513665,retained_intron,NA,-0.795835586,1.05705228214275e-05,0.00142046
CRYZ,ENSG00000116791,ENST00000340866,protein_coding,,-0.826214061,1.06504135109583e-05,0.001427951
CD22,ENSG00000012124,ENST00000085219,protein_coding,NA,-5.273010945,1.06654087272335e-05,0.001427951
OXSR1,ENSG00000172939,ENST00000311806,protein_coding,,-0.538017862,1.08648040353449e-05,0.001451984
PNPLA8,ENSG00000135241,ENST00000476592,processed_transcript,NA,-5.22238505,1.11356513746152e-05,0.001485459
BRD4,ENSG00000141867,ENST00000371835,protein_coding,NA,-0.476016816,1.11970202066093e-05,0.001489802
ARFGAP1,ENSG00000101199,ENST00000550188,protein_coding,NA,-5.357544034,1.1209043885706e-05,0.001489802
ASB8,ENSG00000177981,ENST00000537754,processed_transcript,,4.824421311,1.13218763827945e-05,0.001502063
LITAF,ENSG00000189067,ENST00000339430,protein_coding,,0.736703803,1.13715561793165e-05,0.001505916
SEC16A,ENSG00000148396,ENST00000453963,protein_coding,NA,-7.058875416,1.14758598512155e-05,0.001515158
AP1AR,ENSG00000138660,ENST00000309703,protein_coding,,-0.630549826,1.14828751317071e-05,0.001515158
NCAPD3,ENSG00000151503,ENST00000689387,nonsense_mediated_decay,NA,6.866225718,1.16160180691113e-05,0.00152996
DENND3,ENSG00000105339,ENST00000518668,protein_coding,,-6.853812602,1.16527237040442e-05,0.001529961
BCL2L1,ENSG00000171552,ENST00000456404,protein_coding,,-6.950295482,1.16579613443158e-05,0.001529961
HGS,ENSG00000185359,ENST00000677188,nonsense_mediated_decay,NA,-4.473928011,1.19017383444892e-05,0.001559149
TAF9,ENSG00000273841,ENST00000693414,protein_coding,NA,7.115451402,1.22918477927623e-05,0.001606307
IL11,ENSG00000095752,ENST00000264563,protein_coding,NA,-0.923798668,1.23360488910619e-05,0.001606307
BAG1,ENSG00000107262,ENST00000379704,protein_coding,,0.522659655,1.23371921324353e-05,0.001606307
ARF4,ENSG00000168374,ENST00000463880,protein_coding,NA,0.856742758,1.23497753591748e-05,0.001606307
GLS,ENSG00000115419,ENST00000469774,retained_intron,NA,-4.906884411,1.23728950263576e-05,0.001606451
ZNF747,ENSG00000169955,ENST00000395094,protein_coding,,-4.321925198,1.24238135977908e-05,0.001610197
AP2M1,ENSG00000161203,ENST00000684853,retained_intron,NA,6.845467204,1.24567396165934e-05,0.001611602
NIF3L1,ENSG00000196290,ENST00000359683,protein_coding,,-4.316365485,1.3060985803669e-05,0.001686786
MED24,ENSG00000008838,ENST00000501516,protein_coding,NA,-5.459423047,1.31796317650395e-05,0.001696877
AFG3L1P,ENSG00000223959,ENST00000688932,processed_transcript,NA,-6.902860249,1.31856356392443e-05,0.001696877
SLCO4A1,ENSG00000101187,ENST00000451793,protein_coding,NA,-0.786086431,1.33161458864653e-05,0.001710656
GBP3,ENSG00000117226,ENST00000370482,retained_intron,NA,-1.952171544,1.34449096280173e-05,0.001724162
FDPS,ENSG00000160752,ENST00000491013,protein_coding,NA,6.798719209,1.3663886874891e-05,0.001747399
SLC26A6,ENSG00000225697,ENST00000420764,protein_coding,NA,-6.973440283,1.367400728226e-05,0.001747399
G2E3,ENSG00000092140,ENST00000550944,protein_coding,NA,4.857973527,1.37141972730193e-05,0.001749471
NDUFA5,ENSG00000128609,ENST00000467117,processed_transcript,NA,5.798728291,1.37912765654175e-05,0.001756234
FAM234A,ENSG00000167930,ENST00000301678,protein_coding,,8.905835448,1.38760545591149e-05,0.001758624
ARPP19,ENSG00000128989,ENST00000249822,protein_coding,NA,-0.489226968,1.38784725809348e-05,0.001758624
MLF1,ENSG00000178053,ENST00000495452,nonsense_mediated_decay,NA,4.999991752,1.38823522080009e-05,0.001758624
TMEM87B,ENSG00000153214,ENST00000283206,protein_coding,,-0.485385528,1.41631016967528e-05,0.00179108
TWNK,ENSG00000107815,ENST00000643860,nonsense_mediated_decay,,5.691149156,1.42999311097588e-05,0.001805255
CDKN1A,ENSG00000124762,ENST00000405375,protein_coding,,-1.354395053,1.43339294058433e-05,0.001806422
ZNF594,ENSG00000180626,ENST00000575779,protein_coding,,-6.772572963,1.46696732979935e-05,0.001837459
RPA1,ENSG00000132383,ENST00000254719,protein_coding,NA,0.587616183,1.46771651325702e-05,0.001837459
TLR4,ENSG00000136869,ENST00000355622,protein_coding,,-0.415569409,1.468093347181e-05,0.001837459
NECAP1,ENSG00000089818,ENST00000640209,nonsense_mediated_decay,,6.845466789,1.47078894759001e-05,0.00183768
ALCAM,ENSG00000170017,ENST00000486979,protein_coding,NA,6.768161863,1.48164470211186e-05,0.001848079
NPIPA3,ENSG00000224712,ENST00000526520,protein_coding,NA,5.073240247,1.48628802178718e-05,0.001850708
FANCB,ENSG00000181544,ENST00000324138,protein_coding,,6.781337094,1.49223254732711e-05,0.001854944
C21orf91,ENSG00000154642,ENST00000400558,protein_coding,,4.681817381,1.50779180840006e-05,0.001871098
CTNNB1,ENSG00000168036,ENST00000647390,protein_coding,NA,-6.803037972,1.5110384533734e-05,0.001871943
TMTC4,ENSG00000125247,ENST00000462211,processed_transcript,NA,4.681817375,1.51909146382762e-05,0.00187873
TRAM1,ENSG00000067167,ENST00000518678,protein_coding,,4.008168477,1.53889544469302e-05,0.001900002
FASTK,ENSG00000164896,ENST00000353841,protein_coding,,6.849642303,1.54629969625632e-05,0.001905919
PEDS1,ENSG00000240849,ENST00000371656,protein_coding,NA,-6.841285116,1.56324881706639e-05,0.001923561
LENG8-AS1,ENSG00000226696,ENST00000686924,lncRNA,NA,4.700432931,1.57507426315656e-05,0.001934849
BBS2,ENSG00000125124,ENST00000568104,protein_coding,NA,6.745931989,1.58035690716326e-05,0.001938075
DDIT4,ENSG00000168209,ENST00000307365,protein_coding,,0.776798113,1.59054898954682e-05,0.001947302
SMC1A,ENSG00000072501,ENST00000463684,nonsense_mediated_decay,NA,0.521996925,1.61828575645316e-05,0.001977941
SCAMP1,ENSG00000085365,ENST00000320280,protein_coding,,0.711057269,1.62638759961338e-05,0.001984519
PLOD2,ENSG00000152952,ENST00000360060,protein_coding,,1.071830883,1.62916046104602e-05,0.001984584
KIF22,ENSG00000079616,ENST00000689660,protein_coding,NA,-4.824422372,1.68159602663292e-05,0.002045045
TRIM2,ENSG00000109654,ENST00000675611,protein_coding,NA,-6.736949074,1.69171724712276e-05,0.002053931
AHDC1,ENSG00000126705,ENST00000642245,protein_coding,,-6.727903968,1.72526642289541e-05,0.002091183
UBE2F,ENSG00000184182,ENST00000272930,protein_coding,NA,6.718795906,1.73805777760837e-05,0.002103194
BCL9L,ENSG00000186174,ENST00000334801,protein_coding,,-0.570268685,1.78439147728049e-05,0.002153913
ADAM15,ENSG00000143537,ENST00000355956,protein_coding,,-5.235208704,1.7858747339364e-05,0.002153913
AP2A1,ENSG00000196961,ENST00000354293,protein_coding,,0.435270083,1.79297428461938e-05,0.002158907
POLR2B,ENSG00000047315,ENST00000381227,protein_coding,,-8.96478298,1.80406398711182e-05,0.002168681
WASH6P,ENSG00000182484,ENST00000484415,retained_intron,NA,-6.732433497,1.82456781874256e-05,0.002189721
ELP1,ENSG00000070061,ENST00000675711,nonsense_mediated_decay,NA,6.781336552,1.84648856250674e-05,0.00221239
,ENSG00000263424,ENST00000583493,lncRNA,,4.824420862,1.85482937692734e-05,0.002218741
DCP2,ENSG00000172795,ENST00000674880,nonsense_mediated_decay,NA,1.296014861,1.87636506211148e-05,0.002239649
NFKB1,ENSG00000109320,ENST00000226574,protein_coding,NA,7.146329091,1.87844738276824e-05,0.002239649
ATP6V0A4,ENSG00000105929,ENST00000393054,protein_coding,,6.686478274,1.92178826912885e-05,0.002287586
FGFR1,ENSG00000077782,ENST00000326324,protein_coding,,6.94248939,1.93837355744385e-05,0.002303571
BRPF3,ENSG00000096070,ENST00000357641,protein_coding,,-0.524592501,1.96207082013694e-05,0.002327941
RALGAPA2,ENSG00000188559,ENST00000430436,protein_coding,NA,-6.691145465,1.96585165715555e-05,0.002328641
ZNF525,ENSG00000203326,ENST00000467003,protein_coding,NA,6.672403171,1.97287413423124e-05,0.002333171
LARP4,ENSG00000161813,ENST00000548993,protein_coding,NA,-4.922825586,1.98439479588499e-05,0.002342999
ZNF653,ENSG00000161914,ENST00000592756,protein_coding,,4.890762928,1.98822869085767e-05,0.002343733
PARP8,ENSG00000151883,ENST00000505554,protein_coding,NA,4.954187943,2.00599412495265e-05,0.002360861
PIP4P2,ENSG00000155099,ENST00000520014,protein_coding,,4.058887743,2.02478909005943e-05,0.002379143
TUBGCP3,ENSG00000126216,ENST00000375669,protein_coding,NA,-6.65819523,2.02979219087904e-05,0.002381188
SYTL3,ENSG00000164674,ENST00000611299,protein_coding,,3.960824458,2.04979039345943e-05,0.002400788
GGCT,ENSG00000006625,ENST00000447901,nonsense_mediated_decay,NA,-4.681818377,2.07337339954157e-05,0.002424518
RSBN1L,ENSG00000187257,ENST00000445512,protein_coding,NA,4.736958369,2.09249791522881e-05,0.002442966
EIF3C,ENSG00000184110,ENST00000569690,protein_coding,,6.639017148,2.14154607683767e-05,0.002496235
CLCC1,ENSG00000121940,ENST00000675508,protein_coding,NA,-6.639022958,2.1557140765219e-05,0.002505875
MARS1,ENSG00000166986,ENST00000552914,protein_coding,NA,6.634184027,2.15668478686695e-05,0.002505875
PPIL2,ENSG00000100023,ENST00000679534,protein_coding,NA,-6.634189827,2.17211610135112e-05,0.002519793
OBSL1,ENSG00000124006,ENST00000289656,protein_coding,,0.398631897,2.17833735010578e-05,0.002522999
ZNF138,ENSG00000197008,ENST00000440598,protein_coding,NA,4.681817051,2.20430351560651e-05,0.002549027
IMPDH2,ENSG00000178035,ENST00000676627,retained_intron,NA,-6.624474709,2.21564176305996e-05,0.002558085
TBC1D16,ENSG00000167291,ENST00000576768,protein_coding,,0.677734341,2.23530637506328e-05,0.002576711
NOL6,ENSG00000165271,ENST00000379471,protein_coding,,6.624468809,2.30098702702874e-05,0.00264824
SLC15A4,ENSG00000139370,ENST00000376744,nonsense_mediated_decay,,6.60977245,2.30501078480811e-05,0.002648693
MTMR2,ENSG00000087053,ENST00000444541,protein_coding,NA,-6.89479946,2.31933656811163e-05,0.002660965
IQCE,ENSG00000106012,ENST00000402050,protein_coding,,1.294572226,2.32982559939647e-05,0.002666512
TMEM231,ENSG00000205084,ENST00000693457,nonsense_mediated_decay,NA,1.686996328,2.33148086182096e-05,0.002666512
KLHDC2,ENSG00000165516,ENST00000554589,protein_coding,NA,0.785572323,2.366594665219e-05,0.002700428
BMS1P23,ENSG00000286156,ENST00000691142,processed_transcript,NA,-4.700433906,2.36853678283508e-05,0.002700428
KLC4,ENSG00000137171,ENST00000347162,protein_coding,,-6.672408712,2.3764755275304e-05,0.002705252
NHS,ENSG00000188158,ENST00000398097,protein_coding,,6.594924725,2.4132310833201e-05,0.002739578
RMC1,ENSG00000141452,ENST00000592682,retained_intron,,4.736958234,2.41413867902389e-05,0.002739578
IFITM3,ENSG00000142089,ENST00000680920,processed_transcript,NA,-6.599896686,2.4621309040517e-05,0.002789701
JRK,ENSG00000234616,ENST00000615982,protein_coding,,4.80734716,2.47247468198747e-05,0.002797078
LTBP4,ENSG00000090006,ENST00000243562,protein_coding,NA,6.57992262,2.50935470040573e-05,0.002832472
DTL,ENSG00000143476,ENST00000475419,processed_transcript,NA,-6.677115584,2.51152469678256e-05,0.002832472
MTFR2,ENSG00000146410,ENST00000451457,protein_coding,NA,-5.345766225,2.53420309408409e-05,0.002853638
HNRNPA2B1,ENSG00000122566,ENST00000354667,protein_coding,,8.659349304,2.5861085062806e-05,0.002907599
SREBF1,ENSG00000072310,ENST00000395751,retained_intron,,1.989455319,2.64611334063041e-05,0.002970486
AJUBA,ENSG00000129474,ENST00000397388,protein_coding,,-0.537719137,2.65983874306398e-05,0.002981307
UHRF1BP1L,ENSG00000111647,ENST00000551973,protein_coding,NA,-4.643850508,2.68826941290726e-05,0.003008553
EMP1,ENSG00000134531,ENST00000542289,processed_transcript,,-0.766518061,2.73570739669391e-05,0.003056954
KDM5B,ENSG00000117139,ENST00000650417,nonsense_mediated_decay,NA,-0.756123333,2.75125121659628e-05,0.003067544
PIDD1,ENSG00000177595,ENST00000411829,protein_coding,,-6.579928222,2.75359277990359e-05,0.003067544
CD151,ENSG00000177697,ENST00000645878,retained_intron,,6.54429877,2.83769747738868e-05,0.003156419
HIPK1,ENSG00000163349,ENST00000369559,protein_coding,NA,-6.533962649,2.84481899287667e-05,0.003159524
IP6K1,ENSG00000176095,ENST00000468463,protein_coding,NA,6.662941975,2.85627575119843e-05,0.003167427
,ENSG00000241280,ENST00000483840,lncRNA,NA,-6.5443045,2.8731972964532e-05,0.003181139
SBNO1,ENSG00000139697,ENST00000602398,protein_coding,,-0.691918188,2.87735978589471e-05,0.003181139
KIF9,ENSG00000088727,ENST00000425853,protein_coding,NA,2.036524831,2.91948535730517e-05,0.003222829
IFITM1,ENSG00000185885,ENST00000680310,protein_coding,NA,-6.523546061,2.92429735251999e-05,0.003223265
LMLN,ENSG00000185621,ENST00000330198,protein_coding,,0.631413308,2.93479729069233e-05,0.003229959
PPP3CA,ENSG00000138814,ENST00000507176,protein_coding,NA,6.604839563,2.94548003179723e-05,0.003232158
DGLUCY,ENSG00000133943,ENST00000412671,protein_coding,,6.5799222,2.94565451749069e-05,0.003232158
LGALSL,ENSG00000119862,ENST00000409537,protein_coding,,-6.594930149,2.95629986452862e-05,0.003238968
POT1,ENSG00000128513,ENST00000607932,nonsense_mediated_decay,,-5.38081285,2.96890900666077e-05,0.003247906
CILP2,ENSG00000160161,ENST00000291495,protein_coding,,4.954187512,2.97565183887669e-05,0.003249463
SBF1,ENSG00000100241,ENST00000689849,nonsense_mediated_decay,NA,6.653419191,2.97923817145289e-05,0.003249463
GLYR1,ENSG00000140632,ENST00000321919,protein_coding,,-0.449834498,3.01825603151597e-05,0.003285293
SYMPK,ENSG00000125755,ENST00000599814,protein_coding,,-6.574892505,3.0224483608487e-05,0.003285293
XPR1,ENSG00000143324,ENST00000367589,protein_coding,NA,-0.653251367,3.0255956177622e-05,0.003285293
CEP57,ENSG00000166037,ENST00000541150,protein_coding,,6.513047981,3.04939410656933e-05,0.003306214
PCNX2,ENSG00000135749,ENST00000430153,protein_coding,NA,-4.523556627,3.07729981076386e-05,0.00332862
DDX3X,ENSG00000215301,ENST00000645080,nonsense_mediated_decay,,-6.523545972,3.07918306833033e-05,0.00332862
SLC37A2,ENSG00000134955,ENST00000403796,protein_coding,,-0.777113897,3.09334845067742e-05,0.003338986
DNAAF11,ENSG00000129295,ENST00000620350,protein_coding,,3.41953531,3.0992802968488e-05,0.003339997
WWC2,ENSG00000151718,ENST00000427431,nonsense_mediated_decay,NA,-6.502484497,3.10344025077703e-05,0.003339997
PRMT2,ENSG00000160310,ENST00000355680,protein_coding,,-0.826700408,3.11204756258444e-05,0.003344328
DPH1,ENSG00000108963,ENST00000571418,protein_coding,,2.041818974,3.11750189469274e-05,0.003345263
TFG,ENSG00000114354,ENST00000620299,protein_coding,,6.658188264,3.12551669481546e-05,0.003348938
KIF1B,ENSG00000054523,ENST00000263934,protein_coding,NA,-6.564768282,3.16298087181766e-05,0.003384111
MCM4,ENSG00000104738,ENST00000649838,protein_coding,NA,6.857955386,3.19344692430314e-05,0.003411705
ZNF585A,ENSG00000196967,ENST00000392157,protein_coding,,-4.87446242,3.20575830359582e-05,0.00341985
STAT1,ENSG00000115415,ENST00000674080,nonsense_mediated_decay,NA,-6.815898619,3.21254916294895e-05,0.003422092
LARP1B,ENSG00000138709,ENST00000508819,protein_coding,NA,4.584955645,3.27170607008937e-05,0.003476342
CCT8,ENSG00000156261,ENST00000470450,processed_transcript,NA,-2.446574152,3.27300594266704e-05,0.003476342
EDN1,ENSG00000078401,ENST00000379375,protein_coding,,-0.95431026,3.28419402977089e-05,0.003483155
C5orf15,ENSG00000113583,ENST00000231512,protein_coding,NA,0.509734957,3.28935449021571e-05,0.003483565
HSD17B4,ENSG00000133835,ENST00000510025,protein_coding,NA,6.486478272,3.38252990622701e-05,0.00357705
RPH3AL,ENSG00000181031,ENST00000331302,protein_coding,,-6.470304169,3.39703193008428e-05,0.003587187
CTNNB1,ENSG00000168036,ENST00000644524,protein_coding,,5.156494246,3.41818514701117e-05,0.003602149
DDX11,ENSG00000013573,ENST00000542129,nonsense_mediated_decay,,4.700432212,3.421074319016e-05,0.003602149
ZNF138,ENSG00000197008,ENST00000359735,protein_coding,,-1.735325399,3.46945378199152e-05,0.003636924
IARS1,ENSG00000196305,ENST00000684557,protein_coding,NA,6.486478205,3.46989061979995e-05,0.003636924
CCN3,ENSG00000136999,ENST00000259526,protein_coding,NA,0.631969723,3.47775705017916e-05,0.003636924
TEAD4,ENSG00000197905,ENST00000359864,protein_coding,,-6.815898457,3.48098542238794e-05,0.003636924
ZFYVE26,ENSG00000072121,ENST00000676620,protein_coding,NA,6.91883662,3.48503040526425e-05,0.003636924
ABHD14A-ACY1,ENSG00000114786,ENST00000635952,protein_coding,,6.464864609,3.48637236654008e-05,0.003636924
CCDC88A,ENSG00000115355,ENST00000646285,nonsense_mediated_decay,,-6.559679267,3.48899039170015e-05,0.003636924
BLM,ENSG00000197299,ENST00000648453,protein_coding,NA,-6.491837112,3.51657036990413e-05,0.00366001
TAF2,ENSG00000064313,ENST00000692707,nonsense_mediated_decay,NA,-5.357543018,3.52265843215705e-05,0.00366001
MYO5A,ENSG00000197535,ENST00000685194,protein_coding,NA,6.513047596,3.52675599388189e-05,0.00366001
MAFF,ENSG00000185022,ENST00000538999,protein_coding,,-6.481110777,3.53120156001871e-05,0.00366001
SSR1,ENSG00000124783,ENST00000397511,protein_coding,,0.392147628,3.57890387281125e-05,0.003699727
SH3TC2,ENSG00000169247,ENST00000323829,nonsense_mediated_decay,,-0.988785369,3.57966125945315e-05,0.003699727
EHD1,ENSG00000110047,ENST00000621096,protein_coding,,-0.356848559,3.59685099588255e-05,0.003712235
ESAM,ENSG00000149564,ENST00000417453,nonsense_mediated_decay,NA,-0.741130421,3.64677438438906e-05,0.003758444
TDRKH,ENSG00000182134,ENST00000458431,protein_coding,,6.437383981,3.7378560906663e-05,0.003844519
JAK2,ENSG00000096968,ENST00000636127,protein_coding,,-4.662959048,3.74082999619354e-05,0.003844519
RFX7,ENSG00000181827,ENST00000673997,protein_coding,NA,-6.502484146,3.78288251211795e-05,0.00388227
SCPEP1,ENSG00000121064,ENST00000575423,nonsense_mediated_decay,,-6.431830091,3.83397082270365e-05,0.003929174
CSPP1,ENSG00000104218,ENST00000674993,protein_coding,NA,6.518303023,3.85492719216145e-05,0.003940679
TCTN2,ENSG00000168778,ENST00000679504,protein_coding,NA,6.437383899,3.85599816099991e-05,0.003940679
ALG13,ENSG00000101901,ENST00000394780,protein_coding,,-6.448444656,3.89135535887384e-05,0.003971251
UQCC1,ENSG00000101019,ENST00000374380,protein_coding,NA,-1.333259785,3.91088701803147e-05,0.003985609
CBWD6,ENSG00000215126,ENST00000617917,retained_intron,,3.794411046,3.92767599544907e-05,0.003997136
NONO,ENSG00000147140,ENST00000677446,protein_coding,NA,0.592197263,3.95980053693666e-05,0.004018619
ZDHHC16,ENSG00000171307,ENST00000370854,protein_coding,NA,-0.607899405,3.97296064990352e-05,0.004023978
DDX39A,ENSG00000123136,ENST00000588692,nonsense_mediated_decay,,-6.437389511,3.97610991027787e-05,0.004023978
EMP1,ENSG00000134531,ENST00000396301,protein_coding,,-0.784662452,4.00787883365954e-05,0.004050511
ABCC1,ENSG00000103222,ENST00000677164,protein_coding,NA,6.40936971,4.02186682004249e-05,0.004059026
ALDH7A1,ENSG00000164904,ENST00000636808,nonsense_mediated_decay,,6.41501614,4.13421409594174e-05,0.004166648
TBL1X,ENSG00000101849,ENST00000424279,protein_coding,NA,0.700338029,4.14045386959839e-05,0.004167181
PLAT,ENSG00000104368,ENST00000678676,nonsense_mediated_decay,NA,6.392296253,4.21558665344458e-05,0.004236955
ABCB7,ENSG00000131269,ENST00000663420,processed_transcript,NA,6.39229623,4.25259504398087e-05,0.004268272
ATXN1L,ENSG00000224470,ENST00000683775,protein_coding,NA,-1.320573061,4.29090151309016e-05,0.004300804
ZNF875,ENSG00000181666,ENST00000544914,protein_coding,,6.392296199,4.30216401119593e-05,0.004305871
